Player_ID,Nationality,Year,Game,Total_Year,Total_Overall
Funn1k,Ukraine ,2014,Dota 2,400409.55,400409.55
DD,China ,2014,Dota 2,198069.63,203498.01
Yao,China ,2014,Dota 2,790659.51,796737.98
DDC,Macao ,2014,Dota 2,671410.75,679537.85
Lin,China ,2014,Dota 2,156735.06,156735.06
s4,Sweden ,2014,Dota 2,1390946.91,1392005.68
FATA,Germany ,2014,Dota 2,568992,568992
N0tail,Denmark ,2014,Dota 2,1275892.35,1284043.96
Fear,United States ,2014,Dota 2,2381799.79,2383155.64
Black^,Germany ,2014,Dota 2,230328.41,231272.02
EGM,Sweden ,2014,Dota 2,670794,670794
Loda,Sweden ,2014,Dota 2,693531.89,698225.81
AdmiralBulldog,Sweden ,2014,Dota 2,630159.59,630159.59
Akke,Sweden ,2014,Dota 2,639311.45,644159.79
VANSKOR,Russia,2014,Dota 2,89988.31,89988.31
MiSeRy,Denmark ,2014,Dota 2,1349187.37,1349957.12
Mag~,Ukraine ,2014,Dota 2,152292.85,152292.85
Fly,Israel ,2014,Dota 2,1192074.71,1205915
Silent,Russia,2014,Dota 2,184527.69,184527.69
alwayswannafly,Ukraine ,2014,Dota 2,171481.64,171669.08
Resolut1on,Ukraine ,2014,Dota 2,973573.55,973573.55
Trixi,Finland,2014,Dota 2,82623.9,97245.61
BuLba,United States ,2014,Dota 2,125240.79,125240.79
yol,Russia,2014,Dota 2,51128.85,51128.85
BzzIsPerfect,Russia,2014,Dota 2,50481.63,50481.63
Sedoy,Russia,2014,Dota 2,50343.33,50343.33
qojqva,Germany,2014,Dota 2,84777.89,84777.89
fng,Belarus ,2014,Dota 2,389276.79,389276.79
Pajkatt,Sweden,2014,Dota 2,83542.71,84300.37
GoD,Russia,2014,Dota 2,390022.94,394736.16
JotM,Russia,2014,Dota 2,32261.21,32261.21
H4nn1,Germany ,2014,Dota 2,59906.56,71204.36
paS,Germany ,2014,Dota 2,36692.57,36692.57
Forev,Korea,2014,Dota 2,421387.57,421387.57
March,Korea,2014,Dota 2,230887.97,230887.97
Heen,Korea,2014,Dota 2,77165.32,77165.32
Reisen,Korea,2014,Dota 2,59162.02,59162.02
DJ,Philippines ,2014,Dota 2,476121.51,476121.51
Ryo,Philippines ,2014,Dota 2,248383.68,248383.68
Jeyo,Canada ,2014,Dota 2,77338.8,77338.8
Cast,Philippines ,2014,Dota 2,65905.68,65965.68
Corey,United States ,2014,Dota 2,23277.26,23277.26
Blitz,United States ,2014,Dota 2,23137.26,23137.26
Eosin,United States ,2014,Dota 2,23137.26,23137.26
SexyBamboe,Netherlands ,2014,Dota 2,68367.48,68367.48
Goblak,Ukraine ,2014,Dota 2,64289.17,66267.76
QO,Korea,2014,Dota 2,566779.21,566779.21
Purge,United States ,2014,Dota 2,20735.11,20735.11
Illidan,Russia,2014,Dota 2,349098.97,351802.04
Era,Sweden,2014,Dota 2,126523.4,133210.85
ninjaboogie,United States ,2014,Dota 2,57309.73,57309.73
TC,Canada,2014,Dota 2,46072.04,46072.04
MSS,United States ,2014,Dota 2,69663.75,69663.75
Solo,Russia,2014,Dota 2,234471.27,234471.27
Lil,Ukraine,2014,Dota 2,491187.38,491187.38
DkPhobos,Ukraine,2014,Dota 2,359854.4,361179
Net,Malaysia ,2014,Dota 2,150738.75,150956.1
Ky`xY,Malaysia ,2014,Dota 2,120805.64,120871.7
Waytosexy,Canada,2014,Dota 2,31167.14,31167.14
Xtinct,Malaysia ,2014,Dota 2,90348.2,90762.54
Ohaiyo,Malaysia ,2014,Dota 2,537394.21,537394.21
DeMoN,United States ,2014,Dota 2,191326.2,191763.86
SmAsH,Peru ,2014,Dota 2,26756,26756
yoky,Russia,2014,Dota 2,109596.69,109596.69
Zhou,China ,2014,Dota 2,259126.62,290746.29
UNiVeRsE,United States ,2015,Dota 2,2777796.47,2777796.47
ppd,United States ,2015,Dota 2,2602008.62,2628120.36
SumaiL,Pakistan ,2015,Dota 2,2458632.14,2458632.14
Fear,United States ,2015,Dota 2,2381799.79,2383155.64
Aui_2000,Canada ,2015,Dota 2,1931859.44,1931859.44
Agressif,China ,2015,Dota 2,837031.67,837031.67
Q,China ,2015,Dota 2,806062.61,806062.61
garder,China ,2015,Dota 2,705460.56,705460.56
Xz,China ,2015,Dota 2,692284.8,692284.8
Shiki,China ,2015,Dota 2,651390.42,651390.42
MMY!,China ,2015,Dota 2,1100227.04,1112556.41
Sylar,China ,2015,Dota 2,1013771.67,1019826.72
Maybe,China ,2015,Dota 2,766655,766655
xiao8,China ,2015,Dota 2,1817094.33,1824534.96
Yao,China ,2015,Dota 2,790659.51,796737.98
Fenrir,China ,2015,Dota 2,1134954.79,1134954.79
iceiceice,Singapore ,2015,Dota 2,1123103.56,1125503.56
fy,China ,2015,Dota 2,1032300.02,1032300.02
Super,China ,2015,Dota 2,1000066.23,1019314.16
Puppey,Estonia ,2015,Dota 2,1362606.3,1363676.36
s4,Sweden ,2015,Dota 2,1390946.91,1392005.68
Arteezy,Canada ,2015,Dota 2,1036860.01,1036860.01
Hao,China ,2015,Dota 2,1753405.94,1759847.03
LaNm,China ,2015,Dota 2,933896.18,934348.86
N0tail,Denmark ,2015,Dota 2,1275892.35,1284043.96
rOtK,China ,2015,Dota 2,779647.91,799050.51
KuroKy,Germany ,2015,Dota 2,1097128.41,1097851.75
DkPhobos,Ukraine ,2015,Dota 2,359854.4,361179
fng,Belarus ,2015,Dota 2,389276.79,389276.79
Lil,Ukraine ,2015,Dota 2,491187.38,491187.38
GoD,Russia,2015,Dota 2,390022.94,394736.16
Illidan,Russia,2015,Dota 2,349098.97,351802.04
DDC,Macao ,2015,Dota 2,671410.75,679537.85
Cty,China ,2015,Dota 2,361116.56,361116.56
Zai,Sweden ,2015,Dota 2,1222981.3,1241653.84
Fly,Israel ,2015,Dota 2,1192074.71,1205915
MoonMeander,Canada ,2015,Dota 2,759372.67,777248.1
END,China ,2015,Dota 2,393350.99,393350.99
Miracle,Jordan ,2015,Dota 2,693329.25,693329.25
Cr1t,Denmark ,2015,Dota 2,791716,791716
MiSeRy,Denmark ,2015,Dota 2,1349187.37,1349957.12
EternaLEnVy,Canada ,2015,Dota 2,791697.08,791697.08
QO,Korea,2015,Dota 2,566779.21,566779.21
March,Korea,2015,Dota 2,230887.97,230887.97
BurNIng,China ,2015,Dota 2,632344.61,662291.03
Febby,Korea,2015,Dota 2,538529.03,538529.03
kpii,Australia ,2015,Dota 2,483799.13,483799.13
NutZ,Singapore ,2015,Dota 2,220014.41,220014.41
w33,Romania ,2015,Dota 2,1174778.58,1174778.58
pieliedie,Sweden ,2015,Dota 2,690423.9,690423.9
FATA,Germany ,2015,Dota 2,568992,568992
Resolut1on,Ukraine,2015,Dota 2,973573.55,973573.55
alohadance,Ukraine,2015,Dota 2,143856.72,143856.72
Ferrari_430,China ,2015,Dota 2,554796.07,578798.68
Xi,China ,2015,Dota 2,296360.82,296676.15
ChuaN,Malaysia ,2015,Dota 2,712249.73,739183.13
Loda,Sweden ,2015,Dota 2,693531.89,698225.81
Akke,Sweden ,2015,Dota 2,639311.45,644159.79
AdmiralBulldog,Sweden ,2015,Dota 2,630159.59,630159.59
Faith,China ,2015,Dota 2,687907.6,706484.09
Silent,Russia,2015,Dota 2,184527.69,184527.69
bOne7,Romania ,2015,Dota 2,324333.06,324333.06
KaKa,China ,2015,Dota 2,460492.06,460492.06
EGM,Sweden ,2015,Dota 2,670794,670794
alwayswannafly,Ukraine ,2015,Dota 2,171481.64,171669.08
Black^,Germany ,2015,Dota 2,230328.41,231272.02
yoky,Russia,2015,Dota 2,109596.69,109596.69
oldchicken,China ,2015,Dota 2,343658.81,343658.81
eLeVeN,China ,2015,Dota 2,330669.54,330669.54
Funn1k,Ukraine,2015,Dota 2,400409.55,400409.55
Mushi,Malaysia ,2015,Dota 2,774863.03,775150.02
Ohaiyo,Malaysia ,2015,Dota 2,537394.21,537394.21
XBOCT,Ukraine,2015,Dota 2,650238.68,651175.29
Mag~,Ukraine,2015,Dota 2,152292.85,152292.85
iceice,China ,2015,Dota 2,1998558.23,1998558.23
June,China ,2015,Dota 2,77506.39,77506.39
JerAx,Finland ,2015,Dota 2,846658.22,846658.22
Noone,Ukraine,2015,Dota 2,214993.11,214993.11
CemaTheSlayer,Ukraine,2015,Dota 2,83391.07,83391.07
pashaebashu,Russia,2015,Dota 2,196749.23,196749.23
swindlemelonzz,United States ,2015,Dota 2,139422.4,181745.29
ZfreeK,United States ,2015,Dota 2,139422.4,181745.29
Solo,Russia,2015,Dota 2,234471.27,234471.27
DJ,Philippines ,2015,Dota 2,476121.51,476121.51
Zyzz,Mexico ,2015,Dota 2,45881.07,45881.07
Ryo,Philippines ,2015,Dota 2,248383.68,248383.68
Handsken,Sweden ,2015,Dota 2,171564.25,192170.4
Jonassomfan,Sweden ,2015,Dota 2,91500.45,109140.47
Era,Sweden ,2015,Dota 2,126523.4,133210.85
Sealkid,Sweden ,2015,Dota 2,40242.81,60426.56
Pajkatt,Sweden ,2015,Dota 2,83542.71,84300.37
Limmp,Sweden ,2015,Dota 2,168706.59,209380.45
Heen,Korea,2015,Dota 2,77165.32,77165.32
Icy,China ,2015,Dota 2,40060.92,40060.92
NoFear,Russia,2015,Dota 2,53543.98,53543.98
JoHnNy,Malaysia ,2015,Dota 2,38381.01,38381.01
Matumbaman,Finland ,2015,Dota 2,458039.64,458039.64
Jeyo,Canada ,2015,Dota 2,77338.8,77338.8
MinD_ContRoL,Bulgaria ,2015,Dota 2,453835.36,453835.36
Ky`xY,Malaysia,2015,Dota 2,120805.64,120871.7
iceice,China ,2016,Dota 2,1998558.23,1998558.23
bLink,China ,2016,Dota 2,1955008.62,1955008.62
y`,China ,2016,Dota 2,1955008.62,1955008.62
Faith_bian,China ,2016,Dota 2,1954948.2,1954948.2
Shadow,China ,2016,Dota 2,1954848.2,1954848.2
MiSeRy,Denmark ,2016,Dota 2,1349187.37,1349957.12
w33,Romania ,2016,Dota 2,1174778.58,1174778.58
Resolut1on,Ukraine ,2016,Dota 2,973573.55,973573.55
Saksa,Macedonia,2016,Dota 2,816806.75,816806.75
Moo,United States ,2016,Dota 2,726440.53,726440.53
SumaiL,Pakistan ,2016,Dota 2,2458632.14,2458632.14
UNiVeRsE,United States ,2016,Dota 2,2777796.47,2777796.47
N0tail,Denmark ,2016,Dota 2,1275892.35,1284043.96
Fly,Israel ,2016,Dota 2,1192074.71,1205915
ppd,United States ,2016,Dota 2,2602008.62,2628120.36
Fear,United States ,2016,Dota 2,2381799.79,2383155.64
JerAx,Finland ,2016,Dota 2,846658.22,846658.22
Zai,Sweden ,2016,Dota 2,1222981.3,1241653.84
Cr1t,Denmark ,2016,Dota 2,791716,791716
MoonMeander,Canada ,2016,Dota 2,759372.67,777248.1
MidOne,Malaysia ,2016,Dota 2,426748.8,426748.8
DJ,Philippines ,2016,Dota 2,476121.51,476121.51
Ohaiyo,Malaysia ,2016,Dota 2,537394.21,537394.21
Miracle,Jordan ,2016,Dota 2,693329.25,693329.25
Mushi,Malaysia ,2016,Dota 2,774863.03,775150.02
KuroKy,Germany ,2016,Dota 2,1097128.41,1097851.75
Matumbaman,Finland ,2016,Dota 2,458039.64,458039.64
MinD_ContRoL,Bulgaria,2016,Dota 2,453835.36,453835.36
MP,Korea,2016,Dota 2,428133.93,428133.93
Forev,Korea,2016,Dota 2,421387.57,421387.57
343,Malaysia ,2016,Dota 2,358658.63,358658.63
QO,Korea,2016,Dota 2,566779.21,566779.21
DuBu,Korea,2016,Dota 2,367766.2,367766.2
Febby,Korea,2016,Dota 2,538529.03,538529.03
FATA,Germany ,2016,Dota 2,568992,568992
s4,Sweden ,2016,Dota 2,1390946.91,1392005.68
KaKa,China,2016,Dota 2,460492.06,460492.06
EternaLEnVy,Canada ,2016,Dota 2,791697.08,791697.08
pieliedie,Sweden ,2016,Dota 2,690423.9,690423.9
Puppey,Estonia ,2016,Dota 2,1362606.3,1363676.36
kpii,Australia ,2016,Dota 2,483799.13,483799.13
LaNm,China,2016,Dota 2,933896.18,934348.86
oldchicken,China,2016,Dota 2,343658.81,343658.81
eLeVeN,China,2016,Dota 2,330669.54,330669.54
Arteezy,Canada,2016,Dota 2,1036860.01,1036860.01
ana,Australia ,2016,Dota 2,473549.98,473549.98
iceiceice,Singapore,2016,Dota 2,1123103.56,1125503.56
Fenrir,China,2016,Dota 2,1134954.79,1134954.79
Hao,China,2016,Dota 2,1753405.94,1759847.03
Mu,China,2016,Dota 2,1386339.63,1390711.91
ChuaN,Malaysia,2016,Dota 2,712249.73,739183.13
Maybe,China,2016,Dota 2,766655,766655
xiao8,China,2016,Dota 2,1817094.33,1824534.96
MMY!,China,2016,Dota 2,1100227.04,1112556.41
DDC,Macao ,2016,Dota 2,671410.75,679537.85
Loda,Sweden ,2016,Dota 2,693531.89,698225.81
EGM,Sweden ,2016,Dota 2,670794,670794
Agressif,China,2016,Dota 2,837031.67,837031.67
Akke,Sweden ,2016,Dota 2,639311.45,644159.79
AdmiralBulldog,Sweden ,2016,Dota 2,630159.59,630159.59
InJuly,China,2016,Dota 2,183828.29,184461.47
Sakata,China,2016,Dota 2,148803.43,148803.43
END,China,2016,Dota 2,393350.99,393350.99
Paparazi,China,2016,Dota 2,145827.23,145827.23
super,China,2016,Dota 2,140120.25,140753.43
dogf1ghts,China,2016,Dota 2,139336.06,139336.06
KuKU,Philippines ,2016,Dota 2,301755.97,301755.97
Raven,Philippines ,2016,Dota 2,288081.3,288081.3
Eyyou,Philippines ,2016,Dota 2,116706.54,116706.54
sam_H,Philippines ,2016,Dota 2,292922.98,292922.98
Faith,China,2016,Dota 2,687907.6,706484.09
uuu9,China,2016,Dota 2,176055.78,176055.78
Madara,Greece,2016,Dota 2,132286.29,132286.29
SsaSpartan,Greece,2016,Dota 2,132136.29,132136.29
SkyLark,Greece,2016,Dota 2,125484,125484
ThuG,Greece,2016,Dota 2,123612.88,123612.88
Time,Greece,2016,Dota 2,120417.88,120417.88
fy,China ,2016,Dota 2,1032300.02,1032300.02
Dendi,Ukraine,2016,Dota 2,727894.1,732549.4
ArtStyle,Ukraine,2016,Dota 2,326228.99,329089.63
Sccc,China ,2016,Dota 2,160876.1,160876.1
DeMoN,United States ,2016,Dota 2,191326.2,191763.86
SoNNeikO,Russia,2016,Dota 2,137377.98,137377.98
GeneRaL,Ukraine,2016,Dota 2,111352.85,111352.85
Ditya-Ra,Russia,2016,Dota 2,114528.28,115271.29
swindlemelonzz,United States ,2016,Dota 2,139422.4,181745.29
ZfreeK,United States ,2016,Dota 2,139422.4,181745.29
Limmp,Sweden,2016,Dota 2,168706.59,209380.45
Handsken,Sweden,2016,Dota 2,171564.25,192170.4
Chessie,Sweden,2016,Dota 2,86402.2,133478.36
Yang,China ,2016,Dota 2,79561.12,79561.12
September,China ,2016,Dota 2,72627,72627
Mikasa,China ,2016,Dota 2,76217.76,76217.76
RAMZES666,Russia,2016,Dota 2,179160.38,179160.38
Super,China ,2016,Dota 2,1000066.23,1019314.16
Banana,China ,2016,Dota 2,1267523.72,1279561.56
Solo,Russia,2016,Dota 2,234471.27,234471.27
Noone,Ukraine,2016,Dota 2,214993.11,214993.11
NoNo,China ,2016,Dota 2,53804.7,53804.7
Yao,China ,2016,Dota 2,790659.51,796737.98
sOs,Korea,2013,StarCraft II,476086.9,476537.35
Jaedong,Korea,2013,StarCraft II,224833.53,621711.55
INnoVation,Korea,2013,StarCraft II,345421.01,348918.71
Soulkey,Korea,2013,StarCraft II,155784.34,162927.37
TaeJa,Korea,2013,StarCraft II,284752.52,284752.52
NaNiwa,Sweden,2013,StarCraft II,177328.02,178512
Life,Korea,2013,StarCraft II,475300.67,475300.67
Bomber,Korea,2013,StarCraft II,256952.14,258335.13
Polt,Korea,2013,StarCraft II,451599.1,451599.1
Dear,Korea,2013,StarCraft II,138327.55,138788.02
Maru,Korea,2013,StarCraft II,304216.21,304216.21
MC,Korea,2013,StarCraft II,506645.42,506725.69
MMA,Korea,2013,StarCraft II,395456.54,395456.54
RorO,Korea,2013,StarCraft II,75807.36,79910.06
PartinG,Korea,2013,StarCraft II,355604.37,355604.37
HyuN,Korea,2013,StarCraft II,233313.6,234662.5
HerO,Korea,2013,StarCraft II,264105.72,264105.72
Mvp,Korea,2013,StarCraft II,404265.42,408891.74
Rain,Korea,2013,StarCraft II,239358.36,240541.31
YoDa,Korea,2013,StarCraft II,84119.07,84119.07
duckdeok,Korea,2013,StarCraft II,58988.88,112394.68
First,Korea,2013,StarCraft II,89625.4,89625.4
Scarlett,Canada,2013,StarCraft II,174812.83,174812.83
Symbol,Korea,2013,StarCraft II,94856.43,94856.43
Snute,Norway ,2013,StarCraft II,305639.21,305639.21
StarDust,Korea,2013,StarCraft II,111579.95,111579.95
aLive,Korea,2013,StarCraft II,166781.99,166781.99
Flash,Korea,2013,StarCraft II,95488.34,536347.68
RevivaL,Korea,2013,StarCraft II,59465.36,59465.36
Jim,China ,2013,StarCraft II,112802.15,112802.15
fOrGG,Korea,2013,StarCraft II,146004.11,231452.46
TLO,Germany ,2013,StarCraft II,91856.03,91856.03
ByuL,Korea,2013,StarCraft II,95892.47,95892.47
soO,Korea,2013,StarCraft II,165518.99,174461.49
LucifroN,Spain ,2013,StarCraft II,62777.29,103566.46
VortiX,Spain ,2013,StarCraft II,99478.46,113586.09
Trap,Korea,2013,StarCraft II,112947.36,112947.36
Stephano,France ,2013,StarCraft II,276666.02,276666.02
Alicia,Korea,2013,StarCraft II,94907.1,94907.1
Oz,Korea,2013,StarCraft II,75684.57,75684.57
Ryung,Korea,2013,StarCraft II,90309.64,90309.64
DongRaeGu,Korea,2013,StarCraft II,259858.98,259858.98
Grubby,Netherlands ,2013,StarCraft II,58205.73,343261.29
LosirA,Korea,2013,StarCraft II,94467.6,94467.6
HasuObs,Germany ,2013,StarCraft II,82075.79,170490.57
Welmu,Finland ,2013,StarCraft II,61155.34,61180.34
YongHwa,Korea,2013,StarCraft II,40534.16,40534.16
Leenock,Korea,2013,StarCraft II,261224.28,261224.28
Nerchio,Poland,2013,StarCraft II,276882.1,276882.1
NesTea,Korea,2013,StarCraft II,287702.13,287702.13
MacSed,China ,2013,StarCraft II,83271.23,83764.2
HuK,Canada ,2013,StarCraft II,146635.93,149635.93
Curious,Korea,2013,StarCraft II,75417.18,75417.18
Crank,Korea,2013,StarCraft II,30903.55,30903.55
Sora,Korea,2013,StarCraft II,22454.49,22454.49
Happy,Russia,2013,StarCraft II,63545.5,94459.64
DIMAGA,Ukraine ,2013,StarCraft II,66253.35,67832.93
herO,Korea,2013,StarCraft II,200412.51,200412.51
Hurricane,Korea,2013,StarCraft II,37304.83,37304.83
Ret,Netherlands ,2013,StarCraft II,73302.24,77066.67
san,Korea,2013,StarCraft II,106313.62,106313.62
Squirtle,Korea,2013,StarCraft II,84841.02,84841.02
Heart,Korea,2013,StarCraft II,66538.87,66538.87
Impact,Korea,2013,StarCraft II,41295.05,41295.05
Bischu,Sweden,2013,StarCraft II,17615.97,17615.97
Dream,Korea,2013,StarCraft II,70551,70551
Genius,Korea,2013,StarCraft II,93775.14,93775.14
hyvaa,Korea,2013,StarCraft II,14460.06,21472.02
Hack,Korea,2013,StarCraft II,28337.3,28337.3
Bly,Ukraine,2013,StarCraft II,83160.04,83300.88
MarineKing,Korea,2013,StarCraft II,211182.44,211182.44
Socke,Germany ,2013,StarCraft II,67780.06,74398.02
ThorZaIN,Sweden ,2013,StarCraft II,101492.4,105257.41
KeeN,Korea,2013,StarCraft II,60871.77,60871.77
Last,Korea,2013,StarCraft II,17309.77,30158.39
Patience,Korea,2013,StarCraft II,111914.18,111914.18
GuMiho,Korea,2013,StarCraft II,93552.61,93552.61
Flying,Korea,2013,StarCraft II,14602.08,14602.08
SuperNoVa,Korea,2013,StarCraft II,58858.61,58858.61
Billowy,Korea,2013,StarCraft II,25159.05,25159.05
RagnaroK,Korea,2013,StarCraft II,37040.1,37040.1
Sen,Taiwan,2013,StarCraft II,134297.82,140514.94
elfi,Finland ,2013,StarCraft II,46848.42,53701.46
Xenocider,United States ,2013,StarCraft II,20245,20245
MajOr,Mexico ,2013,StarCraft II,107161.43,107411.43
Goswser,United States ,2013,StarCraft II,12508.15,12508.15
HeRoMaRinE,Germany ,2013,StarCraft II,56667.12,56667.12
Jjakji,Korea,2013,StarCraft II,124469.06,124469.06
BabyKnight,Denmark ,2013,StarCraft II,23051.48,124481.71
Golden,Korea,2013,StarCraft II,38901.37,38901.37
viOLet,Korea,2013,StarCraft II,183368.96,187555.93
sLivko,Russia,2013,StarCraft II,25012.18,25012.18
BBoongBBoong,Korea,2013,StarCraft II,30902.33,30902.33
Top,China ,2013,StarCraft II,30239.15,42471.33
ToD,France ,2013,StarCraft II,26638.27,179415.78
Dayshi,France ,2013,StarCraft II,40547.92,40656.05
MaNa,Poland ,2013,StarCraft II,168507.7,169304.65
Zanster,Sweden ,2013,StarCraft II,46523.25,46523.25
XiGua,China,2013,StarCraft II,106673.98,106673.98
Minigun,United States ,2013,StarCraft II,23819.79,23819.79
Life,Korea,2014,StarCraft II,475300.67,475300.67
Zest,Korea,2014,StarCraft II,317406.69,317406.69
sOs,Korea,2014,StarCraft II,476086.9,476537.35
MMA,Korea,2014,StarCraft II,395456.54,395456.54
Classic,Korea,2014,StarCraft II,219626.04,222306.09
INnoVation,Korea,2014,StarCraft II,345421.01,348918.71
HyuN,Korea,2014,StarCraft II,233313.6,234662.5
Bomber,Korea,2014,StarCraft II,256952.14,258335.13
TaeJa,Korea,2014,StarCraft II,284752.52,284752.52
san,Korea,2014,StarCraft II,106313.62,106313.62
MC,Korea,2014,StarCraft II,506645.42,506725.69
Polt,Korea,2014,StarCraft II,451599.1,451599.1
Snute,Norway,2014,StarCraft II,305639.21,305639.21
StarDust,Korea,2014,StarCraft II,111579.95,111579.95
soO,Korea,2014,StarCraft II,165518.99,174461.49
Jaedong,Korea,2014,StarCraft II,224833.53,621711.55
herO,Korea,2014,StarCraft II,200412.51,200412.51
fOrGG,Korea,2014,StarCraft II,146004.11,231452.46
Solar,Korea,2014,StarCraft II,202101.66,202101.66
Jjakji,Korea,2014,StarCraft II,124469.06,124469.06
PartinG,Korea,2014,StarCraft II,355604.37,355604.37
Flash,Korea,2014,StarCraft II,95488.34,536347.68
Jim,China,2014,StarCraft II,112802.15,112802.15
HerO,Korea,2014,StarCraft II,264105.72,264105.72
Pigbaby,Korea,2014,StarCraft II,42667.22,42667.22
Bunny,Denmark,2014,StarCraft II,76105.95,76105.95
Scarlett,Canada,2014,StarCraft II,174812.83,174812.83
Rain,Korea,2014,StarCraft II,239358.36,240541.31
Sen,Taiwan,2014,StarCraft II,134297.82,140514.94
Heart,Korea,2014,StarCraft II,66538.87,66538.87
Trap,Korea,2014,StarCraft II,112947.36,112947.36
YoDa,Korea,2014,StarCraft II,84119.07,84119.07
Cure,Korea,2014,StarCraft II,64043.56,64043.56
VortiX,Spain ,2014,StarCraft II,99478.46,113586.09
Golden,Korea,2014,StarCraft II,38901.37,38901.37
Maru,Korea,2014,StarCraft II,304216.21,304216.21
TRUE,Korea,2014,StarCraft II,123071.66,123071.66
Patience,Korea,2014,StarCraft II,111914.18,111914.18
viOLet,Korea,2014,StarCraft II,183368.96,187555.93
MajOr,Mexico ,2014,StarCraft II,107161.43,107411.43
Oz,Korea,2014,StarCraft II,75684.57,75684.57
First,Korea,2014,StarCraft II,89625.4,89625.4
Stats,Korea,2014,StarCraft II,221660.63,226979.52
HuK,Canada ,2014,StarCraft II,146635.93,149635.93
MacSed,China ,2014,StarCraft II,83271.23,83764.2
TargA,Norway,2014,StarCraft II,38760.11,38760.11
Happy,Russia,2014,StarCraft II,63545.5,94459.64
Sacsri,Korea,2014,StarCraft II,31503.48,31503.48
ShoWTimE,Germany ,2014,StarCraft II,163214.43,163214.43
XiGua,China ,2014,StarCraft II,106673.98,106673.98
Nerchio,Poland,2014,StarCraft II,276882.1,276882.1
DongRaeGu,Korea,2014,StarCraft II,259858.98,259858.98
RevivaL,Korea,2014,StarCraft II,59465.36,59465.36
Soulkey,Korea,2014,StarCraft II,155784.34,162927.37
Zanster,Sweden ,2014,StarCraft II,46523.25,46523.25
Dayshi,France ,2014,StarCraft II,40547.92,40656.05
Alicia,Korea,2014,StarCraft II,94907.1,94907.1
TLO,Germany,2014,StarCraft II,91856.03,91856.03
RagnaroK,Korea,2014,StarCraft II,37040.1,37040.1
Welmu,Finland ,2014,StarCraft II,61155.34,61180.34
MaNa,Poland ,2014,StarCraft II,168507.7,169304.65
Lilbow,France,2014,StarCraft II,90849.56,91454.2
MyuNgSiK,Korea,2014,StarCraft II,47573.75,47573.75
Rogue,Korea,2014,StarCraft II,78976.49,78976.49
Top,China ,2014,StarCraft II,30239.15,42471.33
HeRoMaRinE,Germany ,2014,StarCraft II,56667.12,56667.12
Has,Taiwan,2014,StarCraft II,62447.03,62447.03
MaSa,Canada ,2014,StarCraft II,68289.14,68289.14
puCK,United States ,2014,StarCraft II,45935.31,45935.31
Dear,Korea,2014,StarCraft II,138327.55,138788.02
Minigun,United States ,2014,StarCraft II,23819.79,23819.79
Bly,Ukraine,2014,StarCraft II,83160.04,83300.88
TY,Korea,2014,StarCraft II,414604.68,422679.35
Arthur,Korea,2014,StarCraft II,19302.8,19302.8
XY,China ,2014,StarCraft II,59141.22,59141.22
TooDming,China ,2014,StarCraft II,108322.5,109081.11
Harstem,Netherlands ,2014,StarCraft II,70895.66,70895.66
Dark,Korea,2014,StarCraft II,258337.62,258337.62
Ian,Taiwan,2014,StarCraft II,19862.97,19862.97
Grubby,Netherlands ,2014,StarCraft II,58205.73,343261.29
Impact,Korea,2014,StarCraft II,41295.05,41295.05
Leenock,Korea,2014,StarCraft II,261224.28,261224.28
Paralyze,Korea,2014,StarCraft II,12170.67,14188.25
FanTaSy,Korea,2014,StarCraft II,38799.2,164876.86
Check,Korea,2014,StarCraft II,12246.7,12246.7
Action,Korea,2014,StarCraft II,12169.95,19494.48
Tefel,Poland ,2014,StarCraft II,21544.42,21544.42
iAsonu,China ,2014,StarCraft II,91694.07,91694.07
Eiki,Norway ,2014,StarCraft II,9288.31,9288.31
Neeb,United States ,2014,StarCraft II,191611.5,191611.5
Bbyong,Korea,2014,StarCraft II,43743.44,43743.44
BlinG,United Kingdom,2014,StarCraft II,24509.39,24509.39
ByuL,Korea,2014,StarCraft II,95892.47,95892.47
MarineKing,Korea,2014,StarCraft II,211182.44,211182.44
NesTea,Korea,2014,StarCraft II,287702.13,287702.13
Kas,Ukraine ,2014,StarCraft II,60796.88,64190.1
HasuObs,Germany,2014,StarCraft II,82075.79,170490.57
LiveZerg,Russia,2014,StarCraft II,15949.73,15949.73
LosirA,Korea,2014,StarCraft II,94467.6,94467.6
Super,Korea,2014,StarCraft II,37080.79,37080.79
sOs,Korea,2015,StarCraft II,476086.9,476537.35
Life,Korea,2015,StarCraft II,475300.67,475300.67
Zest,Korea,2015,StarCraft II,317406.69,317406.69
Classic,Korea,2015,StarCraft II,219626.04,222306.09
Hydra,Korea,2015,StarCraft II,147391.89,211227.74
PartinG,Korea,2015,StarCraft II,355604.37,355604.37
INnoVation,Korea,2015,StarCraft II,345421.01,348918.71
herO,Korea,2015,StarCraft II,200412.51,200412.51
Rain,Korea,2015,StarCraft II,239358.36,240541.31
Lilbow,France ,2015,StarCraft II,90849.56,91454.2
Maru,Korea,2015,StarCraft II,304216.21,304216.21
Solar,Korea,2015,StarCraft II,202101.66,202101.66
Polt,Korea,2015,StarCraft II,451599.1,451599.1
Snute,Norway ,2015,StarCraft II,305639.21,305639.21
Dream,Korea,2015,StarCraft II,70551,70551
ByuL,Korea,2015,StarCraft II,95892.47,95892.47
iAsonu,China ,2015,StarCraft II,91694.07,91694.07
